timestamp,Crop_Type,Soil_Type,Soil_Moisture,Irrigation_Need
2024-08-09,Rice,Loamy,28.88,Low
2024-08-10,Rice,Loamy,33.09,Medium
2024-08-11,Rice,Loamy,26.44,Low
2024-08-12,Rice,Loamy,32.62,Medium
2024-08-13,Rice,Loamy,54.84,Low
2024-08-14,Rice,Loamy,61.83,Low
2024-08-15,Rice,Loamy,40.86,Low
2024-08-16,Rice,Loamy,43.57,Low
2024-08-17,Rice,Loamy,41.92,Low
2024-08-18,Rice,Loamy,37.0,Low
2024-08-19,Rice,Loamy,16.39,Medium
2024-08-20,Rice,Loamy,63.84,Low
2024-08-21,Rice,Loamy,22.74,Low
2024-08-22,Rice,Loamy,27.6,Medium
2024-08-23,Rice,Loamy,35.57,Medium
2024-08-24,Rice,Loamy,9.29,High
2024-08-25,Rice,Loamy,52.25,Low
2024-08-26,Rice,Loamy,10.56,Low
2024-08-27,Rice,Loamy,54.23,Medium
2024-08-28,Rice,Loamy,34.22,Low
2024-08-29,Rice,Loamy,34.65,Low
2024-08-30,Rice,Loamy,55.99,Medium
2024-08-31,Rice,Loamy,57.66,Low
2024-09-01,Rice,Loamy,37.94,Medium
2024-09-02,Rice,Loamy,8.16,Medium
2024-09-03,Rice,Loamy,37.15,Low
2024-09-04,Rice,Loamy,27.61,Low
2024-09-05,Rice,Loamy,41.3,Low
2024-09-06,Rice,Loamy,47.25,Low
2024-09-07,Rice,Loamy,16.41,Medium
2024-09-08,Rice,Loamy,64.59,Low
2024-09-09,Rice,Loamy,63.33,Low
2024-09-10,Rice,Loamy,26.04,Medium
2024-09-11,Rice,Loamy,32.44,Low
2024-09-12,Rice,Loamy,51.32,Low
2024-09-13,Rice,Loamy,32.97,Low
2024-09-14,Rice,Loamy,42.12,Low
2024-09-15,Rice,Loamy,21.99,Low
2024-09-16,Rice,Loamy,60.71,Low
2024-09-17,Rice,Loamy,15.7,Medium
2024-09-18,Rice,Loamy,50.09,Low
2024-09-19,Rice,Loamy,33.1,Low
2024-09-20,Rice,Loamy,17.37,Medium
2024-09-21,Rice,Loamy,11.72,Medium
2024-09-22,Rice,Loamy,57.37,Low
2024-09-23,Rice,Loamy,40.02,Low
2024-09-24,Rice,Loamy,28.08,Low
2024-09-25,Rice,Loamy,13.26,Low
2024-09-26,Rice,Loamy,19.87,High
2024-09-27,Rice,Loamy,21.23,Medium
2024-09-28,Rice,Loamy,38.26,Low
2024-09-29,Rice,Loamy,10.45,Medium
2024-09-30,Rice,Loamy,49.21,Low
2024-10-01,Rice,Loamy,14.97,Medium
2024-10-02,Rice,Loamy,25.71,Low
2024-10-03,Rice,Loamy,35.1,Low
2024-10-04,Rice,Loamy,25.13,Medium
2024-10-05,Rice,Loamy,55.4,Low
2024-10-06,Rice,Loamy,22.87,Low
2024-10-07,Rice,Loamy,11.76,Medium
2024-10-08,Rice,Loamy,43.23,Low
2024-10-09,Rice,Loamy,49.37,Low
2024-10-10,Rice,Loamy,18.23,Medium
2024-10-11,Rice,Loamy,16.02,Medium
2024-10-12,Rice,Loamy,50.64,Low
2024-10-13,Rice,Loamy,13.17,Medium
2024-10-14,Rice,Loamy,47.91,Medium
2024-10-15,Rice,Loamy,28.25,Low
2024-10-16,Rice,Loamy,46.23,Low
2024-10-17,Rice,Loamy,18.27,Low
2024-10-18,Rice,Loamy,28.7,Medium
2024-10-19,Rice,Loamy,50.88,Medium
2024-10-20,Rice,Loamy,30.43,Medium
2024-10-21,Rice,Loamy,13.98,Medium
2024-10-22,Rice,Loamy,52.46,Low
2024-10-23,Rice,Loamy,52.16,Low
2024-10-24,Rice,Loamy,55.65,Low
2024-10-25,Rice,Loamy,22.02,Medium
2024-10-26,Rice,Loamy,31.16,Medium
2024-10-27,Rice,Loamy,16.48,Medium
2024-10-28,Rice,Loamy,10.36,Low
2024-10-29,Rice,Loamy,33.19,Low
2024-10-30,Rice,Loamy,50.56,Low
2024-10-31,Rice,Loamy,42.75,Low
2024-11-01,Rice,Loamy,32.43,Low
2024-11-02,Rice,Loamy,60.27,Low
2024-11-03,Rice,Loamy,41.35,Medium
2024-11-04,Rice,Loamy,60.48,Low
2024-11-05,Rice,Loamy,57.04,Low
2024-11-06,Rice,Loamy,43.17,Medium
2024-11-07,Rice,Loamy,23.35,Low
2024-11-08,Rice,Loamy,57.14,Medium
2024-11-09,Rice,Loamy,12.69,Low
2024-11-10,Rice,Loamy,45.23,Low
2024-11-11,Rice,Loamy,18.54,Low
2024-11-12,Rice,Loamy,15.18,Medium
2024-11-13,Rice,Loamy,50.3,Low
2024-11-14,Rice,Loamy,28.0,Low
2024-11-15,Rice,Loamy,52.74,Low
2024-11-16,Rice,Loamy,15.26,Medium
2024-11-17,Rice,Loamy,53.2,Low
2024-11-18,Rice,Loamy,56.84,Low
2024-11-19,Rice,Loamy,39.55,Low
2024-11-20,Rice,Loamy,62.19,Low
2024-11-21,Rice,Loamy,38.31,Low
2024-11-22,Rice,Loamy,42.37,Low
2024-11-23,Rice,Loamy,31.94,Medium
2024-11-24,Rice,Loamy,28.8,Low
2024-11-25,Rice,Loamy,34.02,Medium
2024-11-26,Rice,Loamy,18.16,Medium
2024-11-27,Rice,Loamy,41.46,Low
2024-11-28,Rice,Loamy,8.62,Medium
2024-11-29,Rice,Loamy,39.21,Medium
2024-11-30,Rice,Loamy,64.1,Low
2024-12-01,Rice,Loamy,55.18,Low
2024-12-02,Rice,Loamy,61.38,Low
2024-12-03,Rice,Loamy,45.84,Low
2024-12-04,Rice,Loamy,34.04,Low
2024-12-05,Rice,Loamy,19.23,Medium
2024-12-06,Rice,Loamy,22.54,Medium
2024-12-07,Rice,Loamy,13.64,Medium
2024-12-08,Rice,Loamy,48.35,Medium
2024-12-09,Rice,Loamy,60.82,Medium
2024-12-10,Rice,Loamy,53.17,Medium
2024-12-11,Rice,Loamy,50.67,Low
2024-12-12,Rice,Loamy,46.53,Low
2024-12-13,Rice,Loamy,47.15,Low
2024-12-14,Rice,Loamy,57.47,Low
2024-12-15,Rice,Loamy,52.41,Low
2024-12-16,Rice,Loamy,45.26,Medium
2024-12-17,Rice,Loamy,27.23,Medium
2024-12-18,Rice,Loamy,63.61,Low
2024-12-19,Rice,Loamy,16.1,Medium
2024-12-20,Rice,Loamy,14.97,Medium
2024-12-21,Rice,Loamy,42.64,Low
2024-12-22,Rice,Loamy,26.02,Low
2024-12-23,Rice,Loamy,17.56,Medium
2024-12-24,Rice,Loamy,35.19,Medium
2024-12-25,Rice,Loamy,46.7,Low
2024-12-26,Rice,Loamy,12.2,Medium
2024-12-27,Rice,Loamy,39.49,Medium
2024-12-28,Rice,Loamy,34.64,Low
2024-12-29,Rice,Loamy,26.01,Medium
2024-12-30,Rice,Loamy,60.47,Low
2024-12-31,Rice,Loamy,14.89,High
2025-01-01,Rice,Loamy,11.2,Medium
2025-01-02,Rice,Loamy,22.21,Low
2025-01-03,Rice,Loamy,58.41,Low
2025-01-04,Rice,Loamy,25.68,Medium
2025-01-05,Rice,Loamy,51.26,Low
2025-01-06,Rice,Loamy,47.51,Low
2025-01-07,Rice,Loamy,10.53,Medium
2025-01-08,Rice,Loamy,14.21,Low
2025-01-09,Rice,Loamy,8.26,Medium
2025-01-10,Rice,Loamy,40.68,Low
2025-01-11,Rice,Loamy,29.19,Low
2025-01-12,Rice,Loamy,40.73,Medium
2025-01-13,Rice,Loamy,36.23,Low
2025-01-14,Rice,Loamy,59.11,Low
2025-01-15,Rice,Loamy,19.69,Medium
2025-01-16,Rice,Loamy,54.21,Medium
2025-01-17,Rice,Loamy,48.06,Low
2025-01-18,Rice,Loamy,63.01,Low
2025-01-19,Rice,Loamy,63.87,Low
2025-01-20,Rice,Loamy,33.82,Low
2025-01-21,Rice,Loamy,58.96,Low
2025-01-22,Rice,Loamy,26.49,Medium
2025-01-23,Rice,Loamy,54.85,Low
2025-01-24,Rice,Loamy,29.92,Low
2025-01-25,Rice,Loamy,50.48,Low
2025-01-26,Rice,Loamy,9.2,High
2025-01-27,Rice,Loamy,31.34,Medium
2025-01-28,Rice,Loamy,18.61,Medium
2025-01-29,Rice,Loamy,46.52,Low
2025-01-30,Rice,Loamy,42.98,Medium
2025-01-31,Rice,Loamy,15.52,Low
2025-02-01,Rice,Loamy,10.01,Medium
2025-02-02,Rice,Loamy,37.57,Medium
2025-02-03,Rice,Loamy,32.64,Low
2025-02-04,Rice,Loamy,42.56,Low
2025-02-05,Rice,Loamy,62.83,Low
2025-02-06,Rice,Loamy,64.3,Low
2025-02-07,Rice,Loamy,34.15,Low
2025-02-08,Rice,Loamy,46.06,Low
2025-02-09,Rice,Loamy,17.85,Medium
2025-02-10,Rice,Loamy,20.06,Low
2025-02-11,Rice,Loamy,15.83,Low
2025-02-12,Rice,Loamy,53.77,Medium
2025-02-13,Rice,Loamy,31.03,Medium
2025-02-14,Rice,Loamy,30.52,Low
2025-02-15,Rice,Loamy,27.49,Medium
2025-02-16,Rice,Loamy,9.95,Medium
2025-02-17,Rice,Loamy,47.47,Low
2025-02-18,Rice,Loamy,41.27,Low
2025-02-19,Rice,Loamy,45.2,Medium
2025-02-20,Rice,Loamy,59.27,Low
2025-02-21,Rice,Loamy,36.73,Low
2025-02-22,Rice,Loamy,55.59,Low
2025-02-23,Rice,Loamy,58.1,Medium
2025-02-24,Rice,Loamy,43.13,Medium
2025-02-25,Rice,Loamy,36.5,Low
2025-02-26,Rice,Loamy,57.24,Low
2025-02-27,Rice,Loamy,52.09,Medium
2025-02-28,Rice,Loamy,49.64,Low
2025-03-01,Rice,Loamy,24.41,Medium
2025-03-02,Rice,Loamy,49.74,Low
2025-03-03,Rice,Loamy,43.52,Medium
2025-03-04,Rice,Loamy,30.04,Low
2025-03-05,Rice,Loamy,25.2,Low
2025-03-06,Rice,Loamy,57.61,Low
2025-03-07,Rice,Loamy,14.06,Low
2025-03-08,Rice,Loamy,37.62,Low
2025-03-09,Rice,Loamy,13.11,Medium
2025-03-10,Rice,Loamy,14.41,Medium
2025-03-11,Rice,Loamy,17.69,Low
2025-03-12,Rice,Loamy,14.8,Medium
2025-03-13,Rice,Loamy,63.34,Medium
2025-03-14,Rice,Loamy,19.45,Medium
2025-03-15,Rice,Loamy,60.2,Low
2025-03-16,Rice,Loamy,18.8,Low
2024-01-03,Rice,Sandy,42.03,Medium
2024-01-04,Rice,Sandy,23.6,Low
2024-01-05,Rice,Sandy,63.95,Low
2024-01-06,Rice,Sandy,14.71,Low
2024-01-07,Rice,Sandy,24.18,Low
2024-01-08,Rice,Sandy,19.53,Low
2024-01-09,Rice,Sandy,18.94,Medium
2024-01-10,Rice,Sandy,55.31,Low
2024-01-11,Rice,Sandy,58.88,Low
2024-01-12,Rice,Sandy,64.4,Medium
2024-01-13,Rice,Sandy,12.34,Low
2024-01-14,Rice,Sandy,21.29,Medium
2024-01-15,Rice,Sandy,50.53,Low
2024-01-16,Rice,Sandy,11.29,Medium
2024-01-17,Rice,Sandy,10.31,Medium
2024-01-18,Rice,Sandy,40.22,Low
2024-01-19,Rice,Sandy,57.28,Medium
2024-01-20,Rice,Sandy,57.15,Low
2024-01-21,Rice,Sandy,49.95,Low
2024-01-22,Rice,Sandy,38.48,Low
2024-01-23,Rice,Sandy,45.44,Low
2024-01-24,Rice,Sandy,15.38,Medium
2024-01-25,Rice,Sandy,27.45,Low
2024-01-26,Rice,Sandy,63.72,Low
2024-01-27,Rice,Sandy,22.36,Medium
2024-01-28,Rice,Sandy,51.4,Low
2024-01-29,Rice,Sandy,14.72,Medium
2024-01-30,Rice,Sandy,31.32,Medium
2024-01-31,Rice,Sandy,50.81,Low
2024-02-01,Rice,Sandy,13.51,Low
2024-02-02,Rice,Sandy,20.91,Medium
2024-02-03,Rice,Sandy,48.64,Low
2024-02-04,Rice,Sandy,18.96,Medium
2024-02-05,Rice,Sandy,10.59,Low
2024-02-06,Rice,Sandy,64.16,Low
2024-02-07,Rice,Sandy,41.51,Low
2024-02-08,Rice,Sandy,58.73,Low
2024-02-09,Rice,Sandy,8.43,Medium
2024-02-10,Rice,Sandy,27.1,Medium
2024-02-11,Rice,Sandy,50.77,Low
2024-02-12,Rice,Sandy,41.31,Medium
2024-02-13,Rice,Sandy,37.96,Medium
2024-02-14,Rice,Sandy,28.67,Low
2024-02-15,Rice,Sandy,15.28,Medium
2024-02-16,Rice,Sandy,24.05,Low
2024-02-17,Rice,Sandy,13.3,Low
2024-02-18,Rice,Sandy,11.6,Medium
2024-02-19,Rice,Sandy,57.93,Low
2024-02-20,Rice,Sandy,32.01,Low
2024-02-21,Rice,Sandy,64.85,Low
2024-02-22,Rice,Sandy,64.73,Low
2024-02-23,Rice,Sandy,47.29,Low
2024-02-24,Rice,Sandy,10.61,Medium
2024-02-25,Rice,Sandy,49.01,Low
2024-02-26,Rice,Sandy,23.98,Medium
2024-02-27,Rice,Sandy,14.2,Medium
2024-02-28,Rice,Sandy,46.87,Low
2024-02-29,Rice,Sandy,21.37,Low
2024-03-01,Rice,Sandy,19.51,Medium
2024-03-02,Rice,Sandy,10.32,Low
2024-03-03,Rice,Sandy,63.12,Medium
2024-03-04,Rice,Sandy,27.66,Medium
2024-03-05,Rice,Sandy,48.78,Low
2024-03-06,Rice,Sandy,61.45,Low
2024-03-07,Rice,Sandy,64.35,Low
2024-03-08,Rice,Sandy,55.76,Low
2024-03-09,Rice,Sandy,32.61,Medium
2024-03-10,Rice,Sandy,29.83,Low
2024-03-11,Rice,Sandy,43.74,Medium
2024-03-12,Rice,Sandy,62.18,Medium
2024-03-13,Rice,Sandy,49.8,Medium
2024-03-14,Rice,Sandy,27.86,Low
2024-03-15,Rice,Sandy,25.71,Low
2024-03-16,Rice,Sandy,26.72,Low
2024-03-17,Rice,Sandy,59.26,Low
2024-03-18,Rice,Sandy,59.42,Medium
2024-03-19,Rice,Sandy,62.42,Low
2024-03-20,Rice,Sandy,47.19,Low
2024-03-21,Rice,Sandy,24.93,Medium
2024-03-22,Rice,Sandy,22.49,High
2024-03-23,Rice,Sandy,41.69,Low
2024-03-24,Rice,Sandy,38.75,Low
2024-03-25,Rice,Sandy,8.44,Medium
2024-03-26,Rice,Sandy,33.6,Low
2024-03-27,Rice,Sandy,28.69,Medium
2024-03-28,Rice,Sandy,11.55,High
2024-03-29,Rice,Sandy,17.34,High
2024-03-30,Rice,Sandy,57.61,Low
2024-03-31,Rice,Sandy,47.07,Low
2024-04-01,Rice,Sandy,53.43,Low
2024-04-02,Rice,Sandy,52.99,Low
2024-04-03,Rice,Sandy,15.81,Medium
2024-04-04,Rice,Sandy,62.6,Low
2024-04-05,Rice,Sandy,52.48,Low
2024-04-06,Rice,Sandy,43.95,Low
2024-04-07,Rice,Sandy,45.11,Medium
2024-04-08,Rice,Sandy,16.4,Medium
2024-04-09,Rice,Sandy,62.27,Low
2024-04-10,Rice,Sandy,44.27,Low
2024-04-11,Rice,Sandy,20.67,High
2024-04-12,Rice,Sandy,34.06,Medium
2024-04-13,Rice,Sandy,40.3,Low
2024-04-14,Rice,Sandy,37.86,Low
2024-04-15,Rice,Sandy,55.45,Low
2024-04-16,Rice,Sandy,41.99,Low
2024-04-17,Rice,Sandy,12.5,Low
2024-04-18,Rice,Sandy,63.03,Medium
2024-04-19,Rice,Sandy,18.1,Low
2024-04-20,Rice,Sandy,56.81,Low
2024-04-21,Rice,Sandy,31.29,Medium
2024-04-22,Rice,Sandy,48.97,Low
2024-04-23,Rice,Sandy,39.19,Low
2024-04-24,Rice,Sandy,36.84,Low
2024-04-25,Rice,Sandy,49.34,Low
2024-04-26,Rice,Sandy,59.59,Low
2024-04-27,Rice,Sandy,60.55,Low
2024-04-28,Rice,Sandy,63.62,Medium
2024-04-29,Rice,Sandy,14.12,Medium
2024-04-30,Rice,Sandy,64.17,Low
2024-05-01,Rice,Sandy,30.85,Low
2024-05-02,Rice,Sandy,40.04,Low
2024-05-03,Rice,Sandy,14.15,Low
2024-05-04,Rice,Sandy,52.51,Medium
2024-05-05,Rice,Sandy,41.13,Low
2024-05-06,Rice,Sandy,34.17,Medium
2024-05-07,Rice,Sandy,52.6,Medium
2024-05-08,Rice,Sandy,36.9,Low
2024-05-09,Rice,Sandy,35.08,Low
2024-05-10,Rice,Sandy,62.62,Low
2024-05-11,Rice,Sandy,55.6,Low
2024-05-12,Rice,Sandy,37.32,Low
2024-05-13,Rice,Sandy,46.9,Low
2024-05-14,Rice,Sandy,63.24,Medium
2024-05-15,Rice,Sandy,49.94,Low
2024-05-16,Rice,Sandy,25.5,Medium
2024-05-17,Rice,Sandy,24.75,Low
2024-05-18,Rice,Sandy,17.73,Low
2024-05-19,Rice,Sandy,57.07,Low
2024-05-20,Rice,Sandy,44.73,Low
2024-05-21,Rice,Sandy,31.2,Medium
2024-05-22,Rice,Sandy,38.73,Low
2024-05-23,Rice,Sandy,23.52,Medium
2024-05-24,Rice,Sandy,18.2,Low
2024-05-25,Rice,Sandy,51.98,Low
2024-05-26,Rice,Sandy,19.55,Medium
2024-05-27,Rice,Sandy,62.2,Low
2024-05-28,Rice,Sandy,41.07,Low
2024-05-29,Rice,Sandy,36.76,Low
2024-05-30,Rice,Sandy,20.98,Medium
2024-05-31,Rice,Sandy,17.49,Medium
2024-06-01,Rice,Sandy,46.88,Low
2024-06-02,Rice,Sandy,18.19,Medium
2024-06-03,Rice,Sandy,52.81,Low
2024-06-04,Rice,Sandy,13.66,High
2024-06-05,Rice,Sandy,46.27,Low
2024-06-06,Rice,Sandy,34.68,Low
2024-06-07,Rice,Sandy,27.04,Low
2024-06-08,Rice,Sandy,64.38,Medium
2024-06-09,Rice,Sandy,47.14,Low
2024-06-10,Rice,Sandy,39.86,Low
2024-06-11,Rice,Sandy,53.93,Low
2024-06-12,Rice,Sandy,59.61,Medium
2024-06-13,Rice,Sandy,29.24,Low
2024-06-14,Rice,Sandy,43.77,Medium
2024-06-15,Rice,Sandy,38.75,Medium
2024-06-16,Rice,Sandy,29.39,Low
2024-06-17,Rice,Sandy,30.53,Low
2024-06-18,Rice,Sandy,26.91,Low
2024-06-19,Rice,Sandy,56.76,Low
2024-06-20,Rice,Sandy,51.38,Medium
2024-06-21,Rice,Sandy,48.99,Medium
2024-06-22,Rice,Sandy,55.83,Low
2024-06-23,Rice,Sandy,49.29,Low
2024-06-24,Rice,Sandy,47.03,Low
2024-06-25,Rice,Sandy,50.37,Medium
2024-06-26,Rice,Sandy,12.42,Low
2024-06-27,Rice,Sandy,17.61,Medium
2024-06-28,Rice,Sandy,47.44,Low
2024-06-29,Rice,Sandy,12.05,Low
2024-06-30,Rice,Sandy,58.03,Low
2024-07-01,Rice,Sandy,49.86,Low
2024-07-02,Rice,Sandy,38.91,Low
2024-07-03,Rice,Sandy,40.94,Low
2024-07-04,Rice,Sandy,35.39,Low
2024-07-05,Rice,Sandy,9.63,Low
2024-07-06,Rice,Sandy,20.48,Medium
2024-07-07,Rice,Sandy,32.85,Medium
2024-07-08,Rice,Sandy,18.91,High
2024-07-09,Rice,Sandy,16.0,Low
2024-07-10,Rice,Sandy,56.06,Low
2024-07-11,Rice,Sandy,44.74,Low
2024-07-12,Rice,Sandy,23.1,Medium
2024-07-13,Rice,Sandy,23.47,Medium
2024-07-14,Rice,Sandy,22.22,Medium
2024-07-15,Rice,Sandy,60.16,Low
2024-07-16,Rice,Sandy,45.36,Low
2024-07-17,Rice,Sandy,55.26,Low
2024-07-18,Rice,Sandy,55.02,Low
2024-07-19,Rice,Sandy,62.61,Low
2024-07-20,Rice,Sandy,11.64,Medium
2024-07-21,Rice,Sandy,32.55,Low
2024-07-22,Rice,Sandy,21.81,Medium
2024-07-23,Rice,Sandy,31.88,Low
2024-07-24,Rice,Sandy,31.57,Low
2024-07-25,Rice,Sandy,33.35,Low
2024-07-26,Rice,Sandy,16.37,Medium
2024-07-27,Rice,Sandy,49.92,Low
2024-07-28,Rice,Sandy,32.57,Medium
2024-07-29,Rice,Sandy,29.14,Low
2024-07-30,Rice,Sandy,50.51,Low
2024-07-31,Rice,Sandy,17.85,Medium
2024-08-01,Rice,Sandy,31.2,Low
2024-08-02,Rice,Sandy,62.24,Medium
2024-08-03,Rice,Sandy,47.03,Low
2024-08-04,Rice,Sandy,63.46,Medium
2024-08-05,Rice,Sandy,46.41,Low
2024-08-06,Rice,Sandy,31.38,Low
2024-08-07,Rice,Sandy,10.44,Medium
2024-08-08,Rice,Sandy,43.29,Low
2024-08-09,Rice,Sandy,14.92,Medium
2024-08-10,Rice,Sandy,15.21,Low
2024-08-11,Rice,Sandy,19.17,Medium
2024-08-12,Rice,Sandy,61.49,Low
2024-08-13,Rice,Sandy,23.45,Medium
2024-08-14,Rice,Sandy,10.52,Medium
2024-08-15,Rice,Sandy,30.36,Low
2024-08-16,Rice,Sandy,64.69,Medium
2024-08-17,Rice,Sandy,28.58,Medium
2024-08-18,Rice,Sandy,28.88,Low
2024-08-19,Rice,Sandy,13.6,Medium
2024-08-20,Rice,Sandy,48.27,Low
2024-08-21,Rice,Sandy,59.42,Low
2024-08-22,Rice,Sandy,23.34,Low
2024-08-23,Rice,Sandy,48.8,Low
2024-08-24,Rice,Sandy,19.06,High
2024-08-25,Rice,Sandy,16.5,Medium
2024-08-26,Rice,Sandy,31.7,Medium
2024-08-27,Rice,Sandy,22.17,Medium
2024-08-28,Rice,Sandy,46.46,Medium
2024-08-29,Rice,Sandy,16.35,Medium
2024-08-30,Rice,Sandy,21.0,Medium
2024-08-31,Rice,Sandy,38.52,Low
2024-09-01,Rice,Sandy,54.98,Low
2024-09-02,Rice,Sandy,41.83,Low
2024-09-03,Rice,Sandy,55.57,Low
2024-09-04,Rice,Sandy,48.4,Low
2024-09-05,Rice,Sandy,23.9,Medium
2024-09-06,Rice,Sandy,47.86,Low
2024-09-07,Rice,Sandy,21.91,Medium
2024-09-08,Rice,Sandy,33.16,Low
2024-09-09,Rice,Sandy,42.3,Low
2024-09-10,Rice,Sandy,49.24,Low
2024-09-11,Rice,Sandy,31.14,Low
2024-09-12,Rice,Sandy,38.55,Low
2024-09-13,Rice,Sandy,56.19,Medium
2024-09-14,Rice,Sandy,17.45,Medium
2024-09-15,Rice,Sandy,43.5,Low
2024-09-16,Rice,Sandy,33.22,Low
2024-09-17,Rice,Sandy,13.01,Medium
2024-09-18,Rice,Sandy,21.09,Medium
2024-09-19,Rice,Sandy,11.9,Medium
2024-09-20,Rice,Sandy,48.62,Low
2024-09-21,Rice,Sandy,45.17,Low
2024-09-22,Rice,Sandy,25.82,Low
2024-09-23,Rice,Sandy,15.55,Low
2024-09-24,Rice,Sandy,9.01,Low
2024-09-25,Rice,Sandy,40.0,Low
2024-09-26,Rice,Sandy,33.77,Low
2024-09-27,Rice,Sandy,48.0,Low
2024-09-28,Rice,Sandy,30.69,Low
2024-09-29,Rice,Sandy,9.66,Medium
2024-09-30,Rice,Sandy,30.3,Low
2024-10-01,Rice,Sandy,25.67,Low
2024-10-02,Rice,Sandy,35.26,Low
2024-10-03,Rice,Sandy,62.0,Low
2024-10-04,Rice,Sandy,45.81,Medium
2024-10-05,Rice,Sandy,31.08,Low
2024-10-06,Rice,Sandy,10.09,Medium
2024-10-07,Rice,Sandy,64.01,Low
2024-10-08,Rice,Sandy,11.02,Medium
2024-10-09,Rice,Sandy,19.9,Medium
2024-10-10,Rice,Sandy,58.01,Low
2024-10-11,Rice,Sandy,20.73,Low
2024-10-12,Rice,Sandy,61.71,Medium
2024-10-13,Rice,Sandy,61.85,Low
2024-10-14,Rice,Sandy,61.8,Low
2024-10-15,Rice,Sandy,30.03,Low
2024-10-16,Rice,Sandy,57.59,Medium
2024-10-17,Rice,Sandy,19.4,Low
2024-10-18,Rice,Sandy,32.11,Low
2024-10-19,Rice,Sandy,15.77,Medium
2024-10-20,Rice,Sandy,40.75,Low
2024-10-21,Rice,Sandy,17.74,Medium
2024-10-22,Rice,Sandy,54.1,Low
2024-10-23,Rice,Sandy,13.16,Medium
2024-10-24,Rice,Sandy,25.22,Low
2024-10-25,Rice,Sandy,62.37,Low
2024-10-26,Rice,Sandy,44.91,Low
2024-10-27,Rice,Sandy,48.57,Low
2024-10-28,Rice,Sandy,53.99,Low
2024-10-29,Rice,Sandy,32.72,Medium
2024-10-30,Rice,Sandy,36.71,Low
2024-10-31,Rice,Sandy,37.18,Medium
2024-11-01,Rice,Sandy,38.94,Low
2024-11-02,Rice,Sandy,53.06,Medium
2024-11-03,Rice,Sandy,9.2,Low
2024-11-04,Rice,Sandy,23.56,Medium
2024-11-05,Rice,Sandy,19.28,Low
2024-11-06,Rice,Sandy,52.42,Low
2024-11-07,Rice,Sandy,59.58,Low
2024-11-08,Rice,Sandy,40.89,Low
2024-11-09,Rice,Sandy,39.0,Low
2024-11-10,Rice,Sandy,46.48,Medium
2024-11-11,Rice,Sandy,56.56,Low
2024-11-12,Rice,Sandy,63.65,Low
2024-11-13,Rice,Sandy,64.39,Low
2024-11-14,Rice,Sandy,42.65,Medium
2024-11-15,Rice,Sandy,63.57,Medium
2024-11-16,Rice,Sandy,59.08,Medium
2024-11-17,Rice,Sandy,47.92,Low
2024-11-18,Rice,Sandy,60.87,Low
2024-11-19,Rice,Sandy,12.29,Low
2024-11-20,Rice,Sandy,27.77,Low
2024-11-21,Rice,Sandy,64.17,Low
2024-11-22,Rice,Sandy,31.97,Low
2024-11-23,Rice,Sandy,31.61,Low
2024-11-24,Rice,Sandy,53.69,Low
2024-11-25,Rice,Sandy,17.41,Medium
2024-11-26,Rice,Sandy,57.34,Low
2024-11-27,Rice,Sandy,61.05,Low
2024-11-28,Rice,Sandy,27.4,Low
2024-11-29,Rice,Sandy,11.34,Medium
2024-11-30,Rice,Sandy,44.24,Low
2024-12-01,Rice,Sandy,43.03,Low
2024-12-02,Rice,Sandy,56.4,Low
2024-12-03,Rice,Sandy,54.99,Medium
2024-12-04,Rice,Sandy,63.56,Low
2024-12-05,Rice,Sandy,37.3,Medium
2024-12-06,Rice,Sandy,8.97,Medium
2024-12-07,Rice,Sandy,63.86,Low
2024-12-08,Rice,Sandy,22.87,Medium
2024-12-09,Rice,Sandy,58.38,Low
2024-12-10,Rice,Sandy,10.29,Low
2024-12-11,Rice,Sandy,38.01,Medium
2024-12-12,Rice,Sandy,16.44,Medium
2024-12-13,Rice,Sandy,27.23,Low
2024-12-14,Rice,Sandy,58.12,Low
2024-12-15,Rice,Sandy,26.99,Low
2024-12-16,Rice,Sandy,52.14,Low
2024-12-17,Rice,Sandy,61.61,Low
2024-12-18,Rice,Sandy,47.34,Medium
2024-12-19,Rice,Sandy,11.48,Low
2024-12-20,Rice,Sandy,9.14,Medium
2024-12-21,Rice,Sandy,11.4,Low
2024-12-22,Rice,Sandy,20.3,Medium
2024-12-23,Rice,Sandy,17.66,Medium
2024-12-24,Rice,Sandy,24.8,Medium
2024-12-25,Rice,Sandy,47.06,Medium
2024-12-26,Rice,Sandy,9.72,Medium
2024-12-27,Rice,Sandy,14.07,Low
2024-12-28,Rice,Sandy,35.28,Medium
2024-12-29,Rice,Sandy,47.26,Low
2024-12-30,Rice,Sandy,30.99,Low
2024-12-31,Rice,Sandy,53.08,Low
2025-01-01,Rice,Sandy,20.82,Low
2025-01-02,Rice,Sandy,59.79,Low
2025-01-03,Rice,Sandy,15.03,Low
2025-01-04,Rice,Sandy,22.62,Medium
2025-01-05,Rice,Sandy,63.22,Low
2025-01-06,Rice,Sandy,50.18,Low
2025-01-07,Rice,Sandy,8.09,Low
2025-01-08,Rice,Sandy,42.88,Low
2025-01-09,Rice,Sandy,41.34,Low
2025-01-10,Rice,Sandy,56.37,Low
2025-01-11,Rice,Sandy,35.79,Low
2025-01-12,Rice,Sandy,17.54,Medium
2025-01-13,Rice,Sandy,55.14,Low
2025-01-14,Rice,Sandy,49.38,Low
